Cell:,AOI311xp33_ASAP7_75t_R,Width:,15,HPWL:,31.00
Name,X,Y,Orient,Row,Flipped
MM10,0.000,1.0,MX,PMOS,False
MM6,0.162,1.0,MX,PMOS,False
MM7,0.324,1.0,MX,PMOS,False
MM9,0.486,1.0,MX,PMOS,False
MM1,0.648,1.0,MX_R180,PMOS,True
MM4,0.000,0.0,R0,NMOS,False
MM3,0.162,0.0,MY,NMOS,True
MM0,0.324,0.0,MY,NMOS,True
MM2,0.432,0.0,R0,NMOS,False
MM5,0.594,0.0,MY,NMOS,True
