Cell:,AO22x1_ASAP7_75t_R,Width:,11,HPWL:,24.00
Name,X,Y,Orient,Row,Flipped
MM3,0.000,1.0,MX,PMOS,False
MM2,0.108,1.0,MX,PMOS,False
MM4,0.216,1.0,MX_R180,PMOS,True
MM5,0.324,1.0,MX_R180,PMOS,True
MM9,0.000,0.0,R0,NMOS,False
MM1,0.432,1.0,MX,PMOS,False
MM7,0.108,0.0,R0,NMOS,False
MM6,0.216,0.0,R0,NMOS,False
MM8,0.324,0.0,R0,NMOS,False
MM0,0.432,0.0,R0,NMOS,False
