Cell:,AOI221xp5_ASAP7_75t_R,Width:,15,HPWL:,31.00
Name,X,Y,Orient,Row,Flipped
MM29,0.000,1.0,MX_R180,PMOS,True
MM31,0.162,1.0,MX,PMOS,False
MM0,0.000,0.0,MY,NMOS,True
MM1,0.324,1.0,MX,PMOS,False
MM2,0.108,0.0,R0,NMOS,False
MM28,0.216,0.0,R0,NMOS,False
MM32,0.486,1.0,MX_R180,PMOS,True
MM26,0.324,0.0,MY,NMOS,True
MM30,0.648,1.0,MX,PMOS,False
MM27,0.432,0.0,R0,NMOS,False
