Cell:,AO221x2_ASAP7_75t_R,Width:,21,HPWL:,42.00
Name,X,Y,Orient,Row,Flipped
MM4,0.000,0.0,R0,NMOS,False
MM3,0.000,1.0,MX,PMOS,False
MM29,0.324,1.0,MX,PMOS,False
MM31,0.486,1.0,MX,PMOS,False
MM1,0.648,1.0,MX,PMOS,False
MM30,0.810,1.0,MX,PMOS,False
MM28,0.324,0.0,R0,NMOS,False
MM2,0.432,0.0,MY,NMOS,True
MM32,0.972,1.0,MX_R180,PMOS,True
MM26,0.540,0.0,R0,NMOS,False
MM0,0.648,0.0,R0,NMOS,False
MM27,0.756,0.0,MY,NMOS,True
