Cell:,AOI33xp33_ASAP7_75t_R,Width:,18,HPWL:,39.00
Name,X,Y,Orient,Row,Flipped
MM31,0.000,1.0,MX_R180,PMOS,True
MM32,0.108,1.0,MX_R180,PMOS,True
MM35,0.216,1.0,MX_R180,PMOS,True
MM33,0.324,1.0,MX_R180,PMOS,True
MM37,0.432,1.0,MX_R180,PMOS,True
MM38,0.540,1.0,MX_R180,PMOS,True
MM46,0.000,0.0,R0,NMOS,False
MM47,0.162,0.0,MY,NMOS,True
MM39,0.324,0.0,R0,NMOS,False
MM44,0.486,0.0,MY,NMOS,True
MM48,0.648,0.0,R0,NMOS,False
MM45,0.810,0.0,MY,NMOS,True
