Cell:,OA22x2_ASAP7_75t_R,Width:,18,HPWL:,31.00
Name,X,Y,Orient,Row,Flipped
MM9,0.000,0.0,MY,NMOS,True
MM5,0.000,1.0,MX,PMOS,False
MM8,0.324,1.0,MX,PMOS,False
MM11,0.486,1.0,MX_R180,PMOS,True
MM10,0.648,1.0,MX,PMOS,False
MM6,0.810,1.0,MX_R180,PMOS,True
MM2,0.324,0.0,R0,NMOS,False
MM0,0.486,0.0,MY,NMOS,True
MM3,0.648,0.0,R0,NMOS,False
MM1,0.810,0.0,MY,NMOS,True
