Cell:,AO32x2_ASAP7_75t_R,Width:,19,HPWL:,35.00
Name,X,Y,Orient,Row,Flipped
MM21,0.000,0.0,R0,NMOS,False
MM20,0.000,1.0,MX_R180,PMOS,True
MM0,0.324,0.0,MY,NMOS,True
MM15,0.324,1.0,MX_R180,PMOS,True
MM14,0.432,1.0,MX_R180,PMOS,True
MM4,0.540,1.0,MX_R180,PMOS,True
MM5,0.648,1.0,MX_R180,PMOS,True
MM2,0.486,0.0,MY,NMOS,True
MM1,0.756,1.0,MX,PMOS,False
MM3,0.648,0.0,MY,NMOS,True
MM13,0.810,0.0,MY,NMOS,True
MM18,0.918,0.0,R0,NMOS,False
