Cell:,OA33x2_ASAP7_75t_R,Width:,24,HPWL:,46.00
Name,X,Y,Orient,Row,Flipped
MM7,0.000,0.0,MY,NMOS,True
MM14,0.000,1.0,MX_R180,PMOS,True
MM13,0.324,1.0,MX,PMOS,False
MM11,0.486,1.0,MX_R180,PMOS,True
MM2,0.324,0.0,R0,NMOS,False
MM8,0.648,1.0,MX,PMOS,False
MM6,0.810,1.0,MX,PMOS,False
MM0,0.486,0.0,MY,NMOS,True
MM9,0.972,1.0,MX,PMOS,False
MM12,1.134,1.0,MX,PMOS,False
MM3,0.648,0.0,MY,NMOS,True
MM4,0.810,0.0,MY,NMOS,True
MM5,0.972,0.0,MY,NMOS,True
MM1,1.134,0.0,R0,NMOS,False
