Cell:,AO221x1_ASAP7_75t_R,Width:,18,HPWL:,48.00
Name,X,Y,Orient,Row,Flipped
MM29,0.000,1.0,MX,PMOS,False
MM31,0.162,1.0,MX_R180,PMOS,True
MM1,0.324,1.0,MX,PMOS,False
MM30,0.486,1.0,MX,PMOS,False
MM28,0.000,0.0,R0,NMOS,False
MM32,0.648,1.0,MX,PMOS,False
MM2,0.108,0.0,MY,NMOS,True
MM0,0.216,0.0,MY,NMOS,True
MM3,0.810,1.0,MX,PMOS,False
MM26,0.324,0.0,MY,NMOS,True
MM4,0.432,0.0,MY,NMOS,True
MM27,0.594,0.0,R0,NMOS,False
