Cell:,OAI33xp33_ASAP7_75t_R,Width:,18,HPWL:,36.00
Name,X,Y,Orient,Row,Flipped
MM44,0.000,1.0,MX_R180,PMOS,True
MM45,0.162,1.0,MX_R180,PMOS,True
MM31,0.000,0.0,MY,NMOS,True
MM32,0.108,0.0,MY,NMOS,True
MM48,0.324,1.0,MX_R180,PMOS,True
MM47,0.486,1.0,MX,PMOS,False
MM46,0.648,1.0,MX_R180,PMOS,True
MM33,0.216,0.0,R0,NMOS,False
MM38,0.324,0.0,R0,NMOS,False
MM39,0.810,1.0,MX_R180,PMOS,True
MM37,0.432,0.0,MY,NMOS,True
MM35,0.540,0.0,MY,NMOS,True
