Cell:,OAI31xp67_ASAP7_75t_R,Width:,24,HPWL:,37.00
Name,X,Y,Orient,Row,Flipped
MM15,0.000,1.0,MX,PMOS,False
MM12,0.108,1.0,MX,PMOS,False
MM11,0.000,0.0,R0,NMOS,False
MM13,0.432,1.0,MX_R180,PMOS,True
MM14,0.756,1.0,MX_R180,PMOS,True
MM1,0.324,0.0,MY,NMOS,True
MM8,0.648,0.0,MY,NMOS,True
MM0,0.972,0.0,R0,NMOS,False
