Cell:,AO33x2_ASAP7_75t_R,Width:,24,HPWL:,42.00
Name,X,Y,Orient,Row,Flipped
MM21,0.000,1.0,MX_R180,PMOS,True
MM4,0.108,1.0,MX,PMOS,False
MM5,0.216,1.0,MX,PMOS,False
MM2,0.324,1.0,MX,PMOS,False
MM6,0.432,1.0,MX_R180,PMOS,True
MM3,0.540,1.0,MX,PMOS,False
MM1,0.000,0.0,MY,NMOS,True
MM0,0.162,0.0,R0,NMOS,False
MM7,0.324,0.0,MY,NMOS,True
MM10,0.486,0.0,MY,NMOS,True
MM8,0.648,0.0,MY,NMOS,True
MM9,0.810,0.0,MY,NMOS,True
MM24,0.972,0.0,MY,NMOS,True
MM25,0.648,1.0,MX,PMOS,False
